"Price","Mileage","Make","Model","Trim","Type","Cylinder","Liter","Doors","Cruise","Sound","Leather"
"21646.116923554","19562","Buick","Lesabre","Limited Sedan 4D","Sedan","6","3.8","4","1","1","1"
"21575.456827001","20137","Buick","Lesabre","Limited Sedan 4D","Sedan","6","3.8","4","1","1","0"
"20952.217801595","20158","Buick","Lesabre","Limited Sedan 4D","Sedan","6","3.8","4","1","1","0"
"21562.047577863","23767","Buick","Lesabre","Limited Sedan 4D","Sedan","6","3.8","4","1","0","1"
"19981.127911417","24323","Buick","Lesabre","Limited Sedan 4D","Sedan","6","3.8","4","1","1","0"
"19425.848616327","27839","Buick","Lesabre","Limited Sedan 4D","Sedan","6","3.8","4","1","1","0"
"19191.989616845","29187","Buick","Lesabre","Limited Sedan 4D","Sedan","6","3.8","4","1","1","1"
"19641.741902328","31324","Buick","Lesabre","Limited Sedan 4D","Sedan","6","3.8","4","1","1","1"
"25589.983154631","2308","Buick","Park Avenue","Sedan 4D","Sedan","6","3.8","4","1","1","0"
"25098.629057153","10014","Buick","Park Avenue","Sedan 4D","Sedan","6","3.8","4","1","1","0"
"23420.706947938","18910","Buick","Park Avenue","Sedan 4D","Sedan","6","3.8","4","1","0","1"
"22661.048485078","20105","Buick","Park Avenue","Sedan 4D","Sedan","6","3.8","4","1","0","0"
"23493.082295004","20453","Buick","Park Avenue","Sedan 4D","Sedan","6","3.8","4","1","1","0"
"22435.202818937","22287","Buick","Park Avenue","Sedan 4D","Sedan","6","3.8","4","1","1","1"
"21878.119996025","23237","Buick","Park Avenue","Sedan 4D","Sedan","6","3.8","4","1","1","0"
"23077.565910274","23798","Buick","Park Avenue","Sedan 4D","Sedan","6","3.8","4","1","0","1"
"21698.014745507","25489","Buick","Park Avenue","Sedan 4D","Sedan","6","3.8","4","1","1","1"
"21831.822916374","25564","Buick","Park Avenue","Sedan 4D","Sedan","6","3.8","4","1","1","1"
"26831.194037162","4695","Buick","Park Avenue","Special Ed Ultra 4D","Sedan","6","3.8","4","1","1","0"
"26060.335349561","9795","Buick","Park Avenue","Special Ed Ultra 4D","Sedan","6","3.8","4","1","1","0"
"26781.814645292","12052","Buick","Park Avenue","Special Ed Ultra 4D","Sedan","6","3.8","4","1","1","0"
"26302.07428434","13050","Buick","Park Avenue","Special Ed Ultra 4D","Sedan","6","3.8","4","1","1","0"
"26190.271467539","17335","Buick","Park Avenue","Special Ed Ultra 4D","Sedan","6","3.8","4","1","0","1"
"25508.210956109","17480","Buick","Park Avenue","Special Ed Ultra 4D","Sedan","6","3.8","4","1","1","0"
"23348.016954099","24027","Buick","Park Avenue","Special Ed Ultra 4D","Sedan","6","3.8","4","1","0","1"
"23406.689819811","25387","Buick","Park Avenue","Special Ed Ultra 4D","Sedan","6","3.8","4","1","0","1"
"23159.543781605","25869","Buick","Park Avenue","Special Ed Ultra 4D","Sedan","6","3.8","4","1","0","0"
"21536.741730175","37128","Buick","Park Avenue","Special Ed Ultra 4D","Sedan","6","3.8","4","1","1","1"
"51154.047215526","2202","Cadillac","CST-V","Sedan 4D","Sedan","8","5.7","4","1","1","1"
"49248.15896668","6685","Cadillac","CST-V","Sedan 4D","Sedan","8","5.7","4","1","0","1"
"46747.673270339","15343","Cadillac","CST-V","Sedan 4D","Sedan","8","5.7","4","1","1","1"
"44130.617055109","21341","Cadillac","CST-V","Sedan 4D","Sedan","8","5.7","4","1","0","1"
"44084.914211564","21367","Cadillac","CST-V","Sedan 4D","Sedan","8","5.7","4","1","1","1"
"43892.467880414","23371","Cadillac","CST-V","Sedan 4D","Sedan","8","5.7","4","1","0","1"
"44300.639958224","23751","Cadillac","CST-V","Sedan 4D","Sedan","8","5.7","4","1","0","1"
"42677.601117035","24052","Cadillac","CST-V","Sedan 4D","Sedan","8","5.7","4","1","0","1"
"43374.052419958","25199","Cadillac","CST-V","Sedan 4D","Sedan","8","5.7","4","1","1","1"
"40619.072270108","30082","Cadillac","CST-V","Sedan 4D","Sedan","8","5.7","4","1","1","1"
"33417.965013014","6598","Cadillac","CTS","Sedan 4D","Sedan","6","2.8","4","1","1","1"
"30957.080749276","10625","Cadillac","CTS","Sedan 4D","Sedan","6","2.8","4","1","1","1"
"31431.13036998","11013","Cadillac","CTS","Sedan 4D","Sedan","6","2.8","4","1","1","1"
"30781.515633476","14937","Cadillac","CTS","Sedan 4D","Sedan","6","2.8","4","1","1","1"
"30646.437700591","17094","Cadillac","CTS","Sedan 4D","Sedan","6","2.8","4","1","1","1"
"30792.149028548","17870","Cadillac","CTS","Sedan 4D","Sedan","6","2.8","4","1","1","1"
"30392.750158383","18449","Cadillac","CTS","Sedan 4D","Sedan","6","2.8","4","1","1","1"
"28817.081846577","21039","Cadillac","CTS","Sedan 4D","Sedan","6","2.8","4","1","0","1"
"29275.208713694","21056","Cadillac","CTS","Sedan 4D","Sedan","6","2.8","4","1","1","1"
"28040.128529164","27484","Cadillac","CTS","Sedan 4D","Sedan","6","2.8","4","1","1","1"
"39801.551354267","14095","Cadillac","Deville","DHS Sedan 4D","Sedan","8","4.6","4","1","0","1"
"40335.737313625","14743","Cadillac","Deville","DHS Sedan 4D","Sedan","8","4.6","4","1","0","1"
"39307.009164963","16041","Cadillac","Deville","DHS Sedan 4D","Sedan","8","4.6","4","1","0","1"
"38600.239560937","17138","Cadillac","Deville","DHS Sedan 4D","Sedan","8","4.6","4","1","0","1"
"38445.897168658","18661","Cadillac","Deville","DHS Sedan 4D","Sedan","8","4.6","4","1","0","1"
"36077.796121221","21966","Cadillac","Deville","DHS Sedan 4D","Sedan","8","4.6","4","1","0","1"
"35866.5827089","24415","Cadillac","Deville","DHS Sedan 4D","Sedan","8","4.6","4","1","1","1"
"35338.653689556","25163","Cadillac","Deville","DHS Sedan 4D","Sedan","8","4.6","4","1","0","1"
"36154.30354834","25339","Cadillac","Deville","DHS Sedan 4D","Sedan","8","4.6","4","1","1","1"
"34685.662980196","25421","Cadillac","Deville","DHS Sedan 4D","Sedan","8","4.6","4","1","0","1"
"42820.329022531","5499","Cadillac","Deville","DTS Sedan 4D","Sedan","8","4.6","4","1","0","1"
"41378.048088647","8125","Cadillac","Deville","DTS Sedan 4D","Sedan","8","4.6","4","1","0","1"
"40856.390895419","12791","Cadillac","Deville","DTS Sedan 4D","Sedan","8","4.6","4","1","1","1"
"41419.03726221","14452","Cadillac","Deville","DTS Sedan 4D","Sedan","8","4.6","4","1","0","1"
"37510.253570062","21593","Cadillac","Deville","DTS Sedan 4D","Sedan","8","4.6","4","1","0","1"
"37215.169382811","22211","Cadillac","Deville","DTS Sedan 4D","Sedan","8","4.6","4","1","0","1"
"36332.894685013","25153","Cadillac","Deville","DTS Sedan 4D","Sedan","8","4.6","4","1","0","1"
"36245.158227825","26250","Cadillac","Deville","DTS Sedan 4D","Sedan","8","4.6","4","1","1","1"
"32954.14133577","36074","Cadillac","Deville","DTS Sedan 4D","Sedan","8","4.6","4","1","0","1"
"32537.186750685","41829","Cadillac","Deville","DTS Sedan 4D","Sedan","8","4.6","4","1","1","1"
"35715.768555776","6447","Cadillac","Deville","Sedan 4D","Sedan","8","4.6","4","1","0","1"
"35651.680019949","10555","Cadillac","Deville","Sedan 4D","Sedan","8","4.6","4","1","1","1"
"35129.340771022","11975","Cadillac","Deville","Sedan 4D","Sedan","8","4.6","4","1","1","1"
"35165.759368944","13449","Cadillac","Deville","Sedan 4D","Sedan","8","4.6","4","1","1","1"
"32501.245188618","17508","Cadillac","Deville","Sedan 4D","Sedan","8","4.6","4","1","0","1"
"33220.028446165","18661","Cadillac","Deville","Sedan 4D","Sedan","8","4.6","4","1","0","1"
"32509.478288326","20910","Cadillac","Deville","Sedan 4D","Sedan","8","4.6","4","1","0","1"
"31132.213491924","23124","Cadillac","Deville","Sedan 4D","Sedan","8","4.6","4","1","1","1"
"31181.715159015","26222","Cadillac","Deville","Sedan 4D","Sedan","8","4.6","4","1","0","1"
"31059.181026751","27544","Cadillac","Deville","Sedan 4D","Sedan","8","4.6","4","1","1","1"
"42741.523666202","2846","Cadillac","STS-V6","Sedan 4D","Sedan","6","3.6","4","1","0","1"
"40966.607412216","7476","Cadillac","STS-V6","Sedan 4D","Sedan","6","3.6","4","1","1","1"
"38795.379094999","13973","Cadillac","STS-V6","Sedan 4D","Sedan","6","3.6","4","1","1","1"
"38297.462536281","16754","Cadillac","STS-V6","Sedan 4D","Sedan","6","3.6","4","1","0","1"
"37192.896366087","19100","Cadillac","STS-V6","Sedan 4D","Sedan","6","3.6","4","1","0","1"
"36210.12299596","21778","Cadillac","STS-V6","Sedan 4D","Sedan","6","3.6","4","1","0","1"
"36633.633819118","22042","Cadillac","STS-V6","Sedan 4D","Sedan","6","3.6","4","1","1","1"
"35895.499409928","23056","Cadillac","STS-V6","Sedan 4D","Sedan","6","3.6","4","1","1","1"
"34974.378036642","25796","Cadillac","STS-V6","Sedan 4D","Sedan","6","3.6","4","1","1","1"
"32038.339562599","35326","Cadillac","STS-V6","Sedan 4D","Sedan","6","3.6","4","1","1","1"
"48310.32954486","788","Cadillac","STS-V8","Sedan 4D","Sedan","8","4.6","4","1","0","1"
"48365.98089653","2616","Cadillac","STS-V8","Sedan 4D","Sedan","8","4.6","4","1","1","1"
"45061.951935152","13829","Cadillac","STS-V8","Sedan 4D","Sedan","8","4.6","4","1","1","1"
"44205.875884871","15104","Cadillac","STS-V8","Sedan 4D","Sedan","8","4.6","4","1","0","1"
"42377.955442078","18581","Cadillac","STS-V8","Sedan 4D","Sedan","8","4.6","4","1","0","1"
"41671.583140091","20575","Cadillac","STS-V8","Sedan 4D","Sedan","8","4.6","4","1","0","1"
"41516.429862285","23861","Cadillac","STS-V8","Sedan 4D","Sedan","8","4.6","4","1","1","1"
"41053.482168101","25717","Cadillac","STS-V8","Sedan 4D","Sedan","8","4.6","4","1","1","1"
"38208.501023311","31303","Cadillac","STS-V8","Sedan 4D","Sedan","8","4.6","4","1","1","1"
"39072.392052608","31587","Cadillac","STS-V8","Sedan 4D","Sedan","8","4.6","4","1","0","1"
"70755.466716543","583","Cadillac","XLR-V8","Hardtop Conv 2D","Convertible","8","4.6","2","1","1","1"
"68566.187188945","6420","Cadillac","XLR-V8","Hardtop Conv 2D","Convertible","8","4.6","2","1","1","1"
"69133.731722428","7892","Cadillac","XLR-V8","Hardtop Conv 2D","Convertible","8","4.6","2","1","1","1"
"66374.307040191","12021","Cadillac","XLR-V8","Hardtop Conv 2D","Convertible","8","4.6","2","1","1","1"
"65281.4812369","15600","Cadillac","XLR-V8","Hardtop Conv 2D","Convertible","8","4.6","2","1","1","1"
"63913.117247728","18200","Cadillac","XLR-V8","Hardtop Conv 2D","Convertible","8","4.6","2","1","1","1"
"60567.549093312","23193","Cadillac","XLR-V8","Hardtop Conv 2D","Convertible","8","4.6","2","1","1","1"
"57154.44343689","29260","Cadillac","XLR-V8","Hardtop Conv 2D","Convertible","8","4.6","2","1","1","1"
"55639.087653624","31805","Cadillac","XLR-V8","Hardtop Conv 2D","Convertible","8","4.6","2","1","0","1"
"52001.994378552","42691","Cadillac","XLR-V8","Hardtop Conv 2D","Convertible","8","4.6","2","1","1","1"
"12146.188030901","10011","Chevrolet","AVEO","LS Hatchback 4D","Hatchback","4","1.6","4","0","0","1"
"12163.820424679","12101","Chevrolet","AVEO","LS Hatchback 4D","Hatchback","4","1.6","4","0","0","1"
"11472.022761422","19699","Chevrolet","AVEO","LS Hatchback 4D","Hatchback","4","1.6","4","0","0","1"
"11017.168710103","20100","Chevrolet","AVEO","LS Hatchback 4D","Hatchback","4","1.6","4","0","1","0"
"11096.857267741","20334","Chevrolet","AVEO","LS Hatchback 4D","Hatchback","4","1.6","4","1","0","0"
"10386.040218322","22225","Chevrolet","AVEO","LS Hatchback 4D","Hatchback","4","1.6","4","0","0","0"
"11137.045654916","22484","Chevrolet","AVEO","LS Hatchback 4D","Hatchback","4","1.6","4","0","1","1"
"11045.108844444","24568","Chevrolet","AVEO","LS Hatchback 4D","Hatchback","4","1.6","4","1","0","1"
"10777.052536943","27906","Chevrolet","AVEO","LS Hatchback 4D","Hatchback","4","1.6","4","0","0","0"
"9928.1881746199","29680","Chevrolet","AVEO","LS Hatchback 4D","Hatchback","4","1.6","4","0","0","1"
"12649.110893252","3629","Chevrolet","AVEO","LS Sedan 4D","Sedan","4","1.6","4","0","1","0"
"12314.591216887","4142","Chevrolet","AVEO","LS Sedan 4D","Sedan","4","1.6","4","0","1","0"
"11318.008089249","11156","Chevrolet","AVEO","LS Sedan 4D","Sedan","4","1.6","4","0","1","1"
"12409.949093634","11981","Chevrolet","AVEO","LS Sedan 4D","Sedan","4","1.6","4","1","1","1"
"11555.267402039","13404","Chevrolet","AVEO","LS Sedan 4D","Sedan","4","1.6","4","1","1","0"
"11700.111486106","15253","Chevrolet","AVEO","LS Sedan 4D","Sedan","4","1.6","4","1","0","0"
"11215.018646669","19945","Chevrolet","AVEO","LS Sedan 4D","Sedan","4","1.6","4","0","0","0"
"10144.952080687","23963","Chevrolet","AVEO","LS Sedan 4D","Sedan","4","1.6","4","1","1","0"
"10491.075198507","30948","Chevrolet","AVEO","LS Sedan 4D","Sedan","4","1.6","4","0","1","0"
"9954.0541735153","37345","Chevrolet","AVEO","LS Sedan 4D","Sedan","4","1.6","4","0","1","1"
"11031.129931276","20156","Chevrolet","AVEO","LT Hatchback 4D","Hatchback","4","1.6","4","0","1","1"
"11343.054010466","20186","Chevrolet","AVEO","LT Hatchback 4D","Hatchback","4","1.6","4","1","1","1"
"11391.21371752","21421","Chevrolet","AVEO","LT Hatchback 4D","Hatchback","4","1.6","4","0","1","1"
"11247.862534813","21427","Chevrolet","AVEO","LT Hatchback 4D","Hatchback","4","1.6","4","1","1","1"
"10921.945371851","23119","Chevrolet","AVEO","LT Hatchback 4D","Hatchback","4","1.6","4","0","1","1"
"11179.953571476","23121","Chevrolet","AVEO","LT Hatchback 4D","Hatchback","4","1.6","4","0","1","1"
"11394.886402901","25107","Chevrolet","AVEO","LT Hatchback 4D","Hatchback","4","1.6","4","0","1","1"
"11070.060643056","25476","Chevrolet","AVEO","LT Hatchback 4D","Hatchback","4","1.6","4","0","1","1"
"11013.871367738","25746","Chevrolet","AVEO","LT Hatchback 4D","Hatchback","4","1.6","4","1","1","1"
"11115.013640306","30056","Chevrolet","AVEO","LT Hatchback 4D","Hatchback","4","1.6","4","1","1","1"
"11918.456068364","7278","Chevrolet","AVEO","LT Sedan 4D","Sedan","4","1.6","4","0","0","0"
"12408.806147718","10213","Chevrolet","AVEO","LT Sedan 4D","Sedan","4","1.6","4","0","0","1"
"11302.902985431","14627","Chevrolet","AVEO","LT Sedan 4D","Sedan","4","1.6","4","0","1","0"
"11615.021017572","19014","Chevrolet","AVEO","LT Sedan 4D","Sedan","4","1.6","4","0","1","1"
"10805.130089878","21013","Chevrolet","AVEO","LT Sedan 4D","Sedan","4","1.6","4","1","1","1"
"11169.91838816","22380","Chevrolet","AVEO","LT Sedan 4D","Sedan","4","1.6","4","0","1","0"
"10770.106553759","25065","Chevrolet","AVEO","LT Sedan 4D","Sedan","4","1.6","4","0","1","0"
"10872.013925647","25869","Chevrolet","AVEO","LT Sedan 4D","Sedan","4","1.6","4","0","0","0"
"10921.945371851","27776","Chevrolet","AVEO","LT Sedan 4D","Sedan","4","1.6","4","1","0","0"
"9919.0481851502","34621","Chevrolet","AVEO","LT Sedan 4D","Sedan","4","1.6","4","0","1","0"
"10813.343521369","266","Chevrolet","AVEO","SVM Hatchback 4D","Hatchback","4","1.6","4","1","0","1"
"11167.861002652","4716","Chevrolet","AVEO","SVM Hatchback 4D","Hatchback","4","1.6","4","1","1","0"
"10897.076506132","6699","Chevrolet","AVEO","SVM Hatchback 4D","Hatchback","4","1.6","4","0","1","1"
"10106.016430856","14200","Chevrolet","AVEO","SVM Hatchback 4D","Hatchback","4","1.6","4","1","0","0"
"10354.043852073","14521","Chevrolet","AVEO","SVM Hatchback 4D","Hatchback","4","1.6","4","0","1","0"
"10287.977363291","16521","Chevrolet","AVEO","SVM Hatchback 4D","Hatchback","4","1.6","4","1","1","1"
"9720.978889532","20836","Chevrolet","AVEO","SVM Hatchback 4D","Hatchback","4","1.6","4","1","1","0"
"9506.0479365628","22169","Chevrolet","AVEO","SVM Hatchback 4D","Hatchback","4","1.6","4","0","0","1"
"9789.0376755218","22986","Chevrolet","AVEO","SVM Hatchback 4D","Hatchback","4","1.6","4","0","1","1"
"9220.8296768938","29992","Chevrolet","AVEO","SVM Hatchback 4D","Hatchback","4","1.6","4","1","0","1"
"10971.095614346","7091","Chevrolet","AVEO","SVM Sedan 4D","Sedan","4","1.6","4","1","0","0"
"10315.018233568","14438","Chevrolet","AVEO","SVM Sedan 4D","Sedan","4","1.6","4","0","0","1"
"9654.0601415554","19183","Chevrolet","AVEO","SVM Sedan 4D","Sedan","4","1.6","4","0","0","0"
"9563.7893088035","19273","Chevrolet","AVEO","SVM Sedan 4D","Sedan","4","1.6","4","1","1","0"
"9665.8488597254","19565","Chevrolet","AVEO","SVM Sedan 4D","Sedan","4","1.6","4","0","1","1"
"9482.2194038519","24842","Chevrolet","AVEO","SVM Sedan 4D","Sedan","4","1.6","4","1","0","0"
"8638.9308952607","25216","Chevrolet","AVEO","SVM Sedan 4D","Sedan","4","1.6","4","0","0","0"
"9041.9062544231","26191","Chevrolet","AVEO","SVM Sedan 4D","Sedan","4","1.6","4","0","0","1"
"8870.9473158828","32914","Chevrolet","AVEO","SVM Sedan 4D","Sedan","4","1.6","4","1","1","0"
"8768.9985850476","35299","Chevrolet","AVEO","SVM Sedan 4D","Sedan","4","1.6","4","0","0","0"
"13007.984177852","7372","Chevrolet","Cavalier","Coupe 2D","Coupe","4","2.2","2","1","1","1"
"13041.873997269","13607","Chevrolet","Cavalier","Coupe 2D","Coupe","4","2.2","2","0","1","1"
"12045.920704938","19136","Chevrolet","Cavalier","Coupe 2D","Coupe","4","2.2","2","0","1","1"
"12469.527576335","19712","Chevrolet","Cavalier","Coupe 2D","Coupe","4","2.2","2","0","1","1"
"11539.845650051","22405","Chevrolet","Cavalier","Coupe 2D","Coupe","4","2.2","2","0","1","1"
"11726.002974096","23103","Chevrolet","Cavalier","Coupe 2D","Coupe","4","2.2","2","0","1","1"
"12207.872926478","23512","Chevrolet","Cavalier","Coupe 2D","Coupe","4","2.2","2","1","1","1"
"11203.146109423","27364","Chevrolet","Cavalier","Coupe 2D","Coupe","4","2.2","2","1","1","1"
"10788.970360411","31436","Chevrolet","Cavalier","Coupe 2D","Coupe","4","2.2","2","1","1","1"
"11149.618303932","34447","Chevrolet","Cavalier","Coupe 2D","Coupe","4","2.2","2","1","1","1"
"14584.448122284","1160","Chevrolet","Cavalier","LS Coupe 2D","Coupe","4","2.2","2","1","1","1"
"13681.698003495","10210","Chevrolet","Cavalier","LS Coupe 2D","Coupe","4","2.2","2","1","1","1"
"13446.213415345","17741","Chevrolet","Cavalier","LS Coupe 2D","Coupe","4","2.2","2","0","1","1"
"12327.641608399","19347","Chevrolet","Cavalier","LS Coupe 2D","Coupe","4","2.2","2","0","1","1"
"12274.957581255","19612","Chevrolet","Cavalier","LS Coupe 2D","Coupe","4","2.2","2","1","1","1"
"12630.775033594","22571","Chevrolet","Cavalier","LS Coupe 2D","Coupe","4","2.2","2","1","1","1"
"12425.389171155","22771","Chevrolet","Cavalier","LS Coupe 2D","Coupe","4","2.2","2","0","1","1"
"12319.696245692","24568","Chevrolet","Cavalier","LS Coupe 2D","Coupe","4","2.2","2","1","1","1"
"12549.892333876","25816","Chevrolet","Cavalier","LS Coupe 2D","Coupe","4","2.2","2","0","1","1"
"12234.888053268","30297","Chevrolet","Cavalier","LS Coupe 2D","Coupe","4","2.2","2","1","1","1"
"14894.982592529","2464","Chevrolet","Cavalier","LS Sedan 4D","Sedan","4","2.2","4","0","1","1"
"14198.09245886","11322","Chevrolet","Cavalier","LS Sedan 4D","Sedan","4","2.2","4","1","1","1"
"14678.10533441","11488","Chevrolet","Cavalier","LS Sedan 4D","Sedan","4","2.2","4","1","1","1"
"13167.702321276","14630","Chevrolet","Cavalier","LS Sedan 4D","Sedan","4","2.2","4","0","1","1"
"13471.005082758","18910","Chevrolet","Cavalier","LS Sedan 4D","Sedan","4","2.2","4","1","1","1"
"12573.89993944","25048","Chevrolet","Cavalier","LS Sedan 4D","Sedan","4","2.2","4","1","1","1"
"12383.402810616","25069","Chevrolet","Cavalier","LS Sedan 4D","Sedan","4","2.2","4","1","1","1"
"13230.918674465","25862","Chevrolet","Cavalier","LS Sedan 4D","Sedan","4","2.2","4","0","1","1"
"11080.516377912","36855","Chevrolet","Cavalier","LS Sedan 4D","Sedan","4","2.2","4","0","1","1"
"11328.958867784","39946","Chevrolet","Cavalier","LS Sedan 4D","Sedan","4","2.2","4","1","1","1"
"15053.933734728","4652","Chevrolet","Cavalier","LS Sport Coupe 2D","Coupe","4","2.2","2","1","1","1"
"14397.928084587","5189","Chevrolet","Cavalier","LS Sport Coupe 2D","Coupe","4","2.2","2","0","1","1"
"14642.323577431","6224","Chevrolet","Cavalier","LS Sport Coupe 2D","Coupe","4","2.2","2","0","1","1"
"13464.802883878","14231","Chevrolet","Cavalier","LS Sport Coupe 2D","Coupe","4","2.2","2","1","1","1"
"13678.863002609","17971","Chevrolet","Cavalier","LS Sport Coupe 2D","Coupe","4","2.2","2","1","1","1"
"12507.485267425","19715","Chevrolet","Cavalier","LS Sport Coupe 2D","Coupe","4","2.2","2","1","1","1"
"13141.047950472","19898","Chevrolet","Cavalier","LS Sport Coupe 2D","Coupe","4","2.2","2","1","1","1"
"13594.085591089","20682","Chevrolet","Cavalier","LS Sport Coupe 2D","Coupe","4","2.2","2","1","1","1"
"12733.857924497","21386","Chevrolet","Cavalier","LS Sport Coupe 2D","Coupe","4","2.2","2","1","1","1"
"12230.099772447","28408","Chevrolet","Cavalier","LS Sport Coupe 2D","Coupe","4","2.2","2","0","1","1"
"14222.305395243","8427","Chevrolet","Cavalier","LS Sport Sedan 4D","Sedan","4","2.2","4","0","1","1"
"14266.912575846","8615","Chevrolet","Cavalier","LS Sport Sedan 4D","Sedan","4","2.2","4","0","1","1"
"14255.747681522","16958","Chevrolet","Cavalier","LS Sport Sedan 4D","Sedan","4","2.2","4","0","1","1"
"13762.901446894","18040","Chevrolet","Cavalier","LS Sport Sedan 4D","Sedan","4","2.2","4","1","1","1"
